source,n_elements,doping_concentration,name,termination,space_group,doping_level,volume_fraction,weight_percent,lattice_c,temperature,reinforcement,matrix,layers,material_id,molecular_weight,deposition_method,type,lattice_b,pdi,formula,composition,lattice_a,thickness_nm,dopant,substrate
Systematic_Generation,,,AlN_2000nm_CVD_Glass,,,,,,,,,,,FILM_011287,,CVD,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_CVD_Sapphire,,,,,,,,,,,FILM_011288,,CVD,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_2000nm_ALD_Si,,,,,,,,,,,FILM_011289,,ALD,Thin_Film,,,AlN,AlN,,2000,,Si
Systematic_Generation,,,AlN_2000nm_ALD_Glass,,,,,,,,,,,FILM_011290,,ALD,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_ALD_Sapphire,,,,,,,,,,,FILM_011291,,ALD,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_2000nm_Sputtering_Si,,,,,,,,,,,FILM_011292,,Sputtering,Thin_Film,,,AlN,AlN,,2000,,Si
Systematic_Generation,,,AlN_2000nm_Sputtering_Glass,,,,,,,,,,,FILM_011293,,Sputtering,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011294,,Sputtering,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_2000nm_Evaporation_Si,,,,,,,,,,,FILM_011295,,Evaporation,Thin_Film,,,AlN,AlN,,2000,,Si
Systematic_Generation,,,AlN_2000nm_Evaporation_Glass,,,,,,,,,,,FILM_011296,,Evaporation,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011297,,Evaporation,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_2000nm_PECVD_Si,,,,,,,,,,,FILM_011298,,PECVD,Thin_Film,,,AlN,AlN,,2000,,Si
Systematic_Generation,,,AlN_2000nm_PECVD_Glass,,,,,,,,,,,FILM_011299,,PECVD,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_PECVD_Sapphire,,,,,,,,,,,FILM_011300,,PECVD,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_2000nm_MBE_Si,,,,,,,,,,,FILM_011301,,MBE,Thin_Film,,,AlN,AlN,,2000,,Si
Systematic_Generation,,,AlN_2000nm_MBE_Glass,,,,,,,,,,,FILM_011302,,MBE,Thin_Film,,,AlN,AlN,,2000,,Glass
Systematic_Generation,,,AlN_2000nm_MBE_Sapphire,,,,,,,,,,,FILM_011303,,MBE,Thin_Film,,,AlN,AlN,,2000,,Sapphire
Systematic_Generation,,,AlN_5000nm_PVD_Si,,,,,,,,,,,FILM_011304,,PVD,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_PVD_Glass,,,,,,,,,,,FILM_011305,,PVD,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_PVD_Sapphire,,,,,,,,,,,FILM_011306,,PVD,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_CVD_Si,,,,,,,,,,,FILM_011307,,CVD,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_CVD_Glass,,,,,,,,,,,FILM_011308,,CVD,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_CVD_Sapphire,,,,,,,,,,,FILM_011309,,CVD,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_ALD_Si,,,,,,,,,,,FILM_011310,,ALD,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_ALD_Glass,,,,,,,,,,,FILM_011311,,ALD,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_ALD_Sapphire,,,,,,,,,,,FILM_011312,,ALD,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_Sputtering_Si,,,,,,,,,,,FILM_011313,,Sputtering,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_Sputtering_Glass,,,,,,,,,,,FILM_011314,,Sputtering,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011315,,Sputtering,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_Evaporation_Si,,,,,,,,,,,FILM_011316,,Evaporation,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_Evaporation_Glass,,,,,,,,,,,FILM_011317,,Evaporation,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011318,,Evaporation,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_PECVD_Si,,,,,,,,,,,FILM_011319,,PECVD,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_PECVD_Glass,,,,,,,,,,,FILM_011320,,PECVD,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_PECVD_Sapphire,,,,,,,,,,,FILM_011321,,PECVD,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,AlN_5000nm_MBE_Si,,,,,,,,,,,FILM_011322,,MBE,Thin_Film,,,AlN,AlN,,5000,,Si
Systematic_Generation,,,AlN_5000nm_MBE_Glass,,,,,,,,,,,FILM_011323,,MBE,Thin_Film,,,AlN,AlN,,5000,,Glass
Systematic_Generation,,,AlN_5000nm_MBE_Sapphire,,,,,,,,,,,FILM_011324,,MBE,Thin_Film,,,AlN,AlN,,5000,,Sapphire
Systematic_Generation,,,TiO2_5nm_PVD_Si,,,,,,,,,,,FILM_011325,,PVD,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_PVD_Glass,,,,,,,,,,,FILM_011326,,PVD,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_PVD_Sapphire,,,,,,,,,,,FILM_011327,,PVD,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_CVD_Si,,,,,,,,,,,FILM_011328,,CVD,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_CVD_Glass,,,,,,,,,,,FILM_011329,,CVD,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_CVD_Sapphire,,,,,,,,,,,FILM_011330,,CVD,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_ALD_Si,,,,,,,,,,,FILM_011331,,ALD,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_ALD_Glass,,,,,,,,,,,FILM_011332,,ALD,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_ALD_Sapphire,,,,,,,,,,,FILM_011333,,ALD,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_Sputtering_Si,,,,,,,,,,,FILM_011334,,Sputtering,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_Sputtering_Glass,,,,,,,,,,,FILM_011335,,Sputtering,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011336,,Sputtering,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_Evaporation_Si,,,,,,,,,,,FILM_011337,,Evaporation,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_Evaporation_Glass,,,,,,,,,,,FILM_011338,,Evaporation,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011339,,Evaporation,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_PECVD_Si,,,,,,,,,,,FILM_011340,,PECVD,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_PECVD_Glass,,,,,,,,,,,FILM_011341,,PECVD,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_PECVD_Sapphire,,,,,,,,,,,FILM_011342,,PECVD,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_5nm_MBE_Si,,,,,,,,,,,FILM_011343,,MBE,Thin_Film,,,TiO2,TiO2,,5,,Si
Systematic_Generation,,,TiO2_5nm_MBE_Glass,,,,,,,,,,,FILM_011344,,MBE,Thin_Film,,,TiO2,TiO2,,5,,Glass
Systematic_Generation,,,TiO2_5nm_MBE_Sapphire,,,,,,,,,,,FILM_011345,,MBE,Thin_Film,,,TiO2,TiO2,,5,,Sapphire
Systematic_Generation,,,TiO2_10nm_PVD_Si,,,,,,,,,,,FILM_011346,,PVD,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_PVD_Glass,,,,,,,,,,,FILM_011347,,PVD,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_PVD_Sapphire,,,,,,,,,,,FILM_011348,,PVD,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_CVD_Si,,,,,,,,,,,FILM_011349,,CVD,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_CVD_Glass,,,,,,,,,,,FILM_011350,,CVD,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_CVD_Sapphire,,,,,,,,,,,FILM_011351,,CVD,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_ALD_Si,,,,,,,,,,,FILM_011352,,ALD,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_ALD_Glass,,,,,,,,,,,FILM_011353,,ALD,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_ALD_Sapphire,,,,,,,,,,,FILM_011354,,ALD,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_Sputtering_Si,,,,,,,,,,,FILM_011355,,Sputtering,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_Sputtering_Glass,,,,,,,,,,,FILM_011356,,Sputtering,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011357,,Sputtering,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_Evaporation_Si,,,,,,,,,,,FILM_011358,,Evaporation,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_Evaporation_Glass,,,,,,,,,,,FILM_011359,,Evaporation,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011360,,Evaporation,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_PECVD_Si,,,,,,,,,,,FILM_011361,,PECVD,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_PECVD_Glass,,,,,,,,,,,FILM_011362,,PECVD,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_PECVD_Sapphire,,,,,,,,,,,FILM_011363,,PECVD,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_10nm_MBE_Si,,,,,,,,,,,FILM_011364,,MBE,Thin_Film,,,TiO2,TiO2,,10,,Si
Systematic_Generation,,,TiO2_10nm_MBE_Glass,,,,,,,,,,,FILM_011365,,MBE,Thin_Film,,,TiO2,TiO2,,10,,Glass
Systematic_Generation,,,TiO2_10nm_MBE_Sapphire,,,,,,,,,,,FILM_011366,,MBE,Thin_Film,,,TiO2,TiO2,,10,,Sapphire
Systematic_Generation,,,TiO2_20nm_PVD_Si,,,,,,,,,,,FILM_011367,,PVD,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_PVD_Glass,,,,,,,,,,,FILM_011368,,PVD,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_PVD_Sapphire,,,,,,,,,,,FILM_011369,,PVD,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_CVD_Si,,,,,,,,,,,FILM_011370,,CVD,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_CVD_Glass,,,,,,,,,,,FILM_011371,,CVD,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_CVD_Sapphire,,,,,,,,,,,FILM_011372,,CVD,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_ALD_Si,,,,,,,,,,,FILM_011373,,ALD,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_ALD_Glass,,,,,,,,,,,FILM_011374,,ALD,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_ALD_Sapphire,,,,,,,,,,,FILM_011375,,ALD,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_Sputtering_Si,,,,,,,,,,,FILM_011376,,Sputtering,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_Sputtering_Glass,,,,,,,,,,,FILM_011377,,Sputtering,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011378,,Sputtering,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_Evaporation_Si,,,,,,,,,,,FILM_011379,,Evaporation,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_Evaporation_Glass,,,,,,,,,,,FILM_011380,,Evaporation,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011381,,Evaporation,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_PECVD_Si,,,,,,,,,,,FILM_011382,,PECVD,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_PECVD_Glass,,,,,,,,,,,FILM_011383,,PECVD,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_PECVD_Sapphire,,,,,,,,,,,FILM_011384,,PECVD,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_20nm_MBE_Si,,,,,,,,,,,FILM_011385,,MBE,Thin_Film,,,TiO2,TiO2,,20,,Si
Systematic_Generation,,,TiO2_20nm_MBE_Glass,,,,,,,,,,,FILM_011386,,MBE,Thin_Film,,,TiO2,TiO2,,20,,Glass
Systematic_Generation,,,TiO2_20nm_MBE_Sapphire,,,,,,,,,,,FILM_011387,,MBE,Thin_Film,,,TiO2,TiO2,,20,,Sapphire
Systematic_Generation,,,TiO2_30nm_PVD_Si,,,,,,,,,,,FILM_011388,,PVD,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_PVD_Glass,,,,,,,,,,,FILM_011389,,PVD,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_PVD_Sapphire,,,,,,,,,,,FILM_011390,,PVD,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_CVD_Si,,,,,,,,,,,FILM_011391,,CVD,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_CVD_Glass,,,,,,,,,,,FILM_011392,,CVD,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_CVD_Sapphire,,,,,,,,,,,FILM_011393,,CVD,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_ALD_Si,,,,,,,,,,,FILM_011394,,ALD,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_ALD_Glass,,,,,,,,,,,FILM_011395,,ALD,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_ALD_Sapphire,,,,,,,,,,,FILM_011396,,ALD,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_Sputtering_Si,,,,,,,,,,,FILM_011397,,Sputtering,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_Sputtering_Glass,,,,,,,,,,,FILM_011398,,Sputtering,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011399,,Sputtering,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_Evaporation_Si,,,,,,,,,,,FILM_011400,,Evaporation,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_Evaporation_Glass,,,,,,,,,,,FILM_011401,,Evaporation,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011402,,Evaporation,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_PECVD_Si,,,,,,,,,,,FILM_011403,,PECVD,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_PECVD_Glass,,,,,,,,,,,FILM_011404,,PECVD,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_PECVD_Sapphire,,,,,,,,,,,FILM_011405,,PECVD,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_30nm_MBE_Si,,,,,,,,,,,FILM_011406,,MBE,Thin_Film,,,TiO2,TiO2,,30,,Si
Systematic_Generation,,,TiO2_30nm_MBE_Glass,,,,,,,,,,,FILM_011407,,MBE,Thin_Film,,,TiO2,TiO2,,30,,Glass
Systematic_Generation,,,TiO2_30nm_MBE_Sapphire,,,,,,,,,,,FILM_011408,,MBE,Thin_Film,,,TiO2,TiO2,,30,,Sapphire
Systematic_Generation,,,TiO2_50nm_PVD_Si,,,,,,,,,,,FILM_011409,,PVD,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_PVD_Glass,,,,,,,,,,,FILM_011410,,PVD,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_PVD_Sapphire,,,,,,,,,,,FILM_011411,,PVD,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_CVD_Si,,,,,,,,,,,FILM_011412,,CVD,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_CVD_Glass,,,,,,,,,,,FILM_011413,,CVD,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_CVD_Sapphire,,,,,,,,,,,FILM_011414,,CVD,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_ALD_Si,,,,,,,,,,,FILM_011415,,ALD,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_ALD_Glass,,,,,,,,,,,FILM_011416,,ALD,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_ALD_Sapphire,,,,,,,,,,,FILM_011417,,ALD,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_Sputtering_Si,,,,,,,,,,,FILM_011418,,Sputtering,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_Sputtering_Glass,,,,,,,,,,,FILM_011419,,Sputtering,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011420,,Sputtering,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_Evaporation_Si,,,,,,,,,,,FILM_011421,,Evaporation,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_Evaporation_Glass,,,,,,,,,,,FILM_011422,,Evaporation,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011423,,Evaporation,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_PECVD_Si,,,,,,,,,,,FILM_011424,,PECVD,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_PECVD_Glass,,,,,,,,,,,FILM_011425,,PECVD,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_PECVD_Sapphire,,,,,,,,,,,FILM_011426,,PECVD,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_50nm_MBE_Si,,,,,,,,,,,FILM_011427,,MBE,Thin_Film,,,TiO2,TiO2,,50,,Si
Systematic_Generation,,,TiO2_50nm_MBE_Glass,,,,,,,,,,,FILM_011428,,MBE,Thin_Film,,,TiO2,TiO2,,50,,Glass
Systematic_Generation,,,TiO2_50nm_MBE_Sapphire,,,,,,,,,,,FILM_011429,,MBE,Thin_Film,,,TiO2,TiO2,,50,,Sapphire
Systematic_Generation,,,TiO2_75nm_PVD_Si,,,,,,,,,,,FILM_011430,,PVD,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_PVD_Glass,,,,,,,,,,,FILM_011431,,PVD,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_PVD_Sapphire,,,,,,,,,,,FILM_011432,,PVD,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_CVD_Si,,,,,,,,,,,FILM_011433,,CVD,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_CVD_Glass,,,,,,,,,,,FILM_011434,,CVD,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_CVD_Sapphire,,,,,,,,,,,FILM_011435,,CVD,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_ALD_Si,,,,,,,,,,,FILM_011436,,ALD,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_ALD_Glass,,,,,,,,,,,FILM_011437,,ALD,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_ALD_Sapphire,,,,,,,,,,,FILM_011438,,ALD,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_Sputtering_Si,,,,,,,,,,,FILM_011439,,Sputtering,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_Sputtering_Glass,,,,,,,,,,,FILM_011440,,Sputtering,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_Sputtering_Sapphire,,,,,,,,,,,FILM_011441,,Sputtering,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_Evaporation_Si,,,,,,,,,,,FILM_011442,,Evaporation,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_Evaporation_Glass,,,,,,,,,,,FILM_011443,,Evaporation,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_Evaporation_Sapphire,,,,,,,,,,,FILM_011444,,Evaporation,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_PECVD_Si,,,,,,,,,,,FILM_011445,,PECVD,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_PECVD_Glass,,,,,,,,,,,FILM_011446,,PECVD,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_PECVD_Sapphire,,,,,,,,,,,FILM_011447,,PECVD,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_75nm_MBE_Si,,,,,,,,,,,FILM_011448,,MBE,Thin_Film,,,TiO2,TiO2,,75,,Si
Systematic_Generation,,,TiO2_75nm_MBE_Glass,,,,,,,,,,,FILM_011449,,MBE,Thin_Film,,,TiO2,TiO2,,75,,Glass
Systematic_Generation,,,TiO2_75nm_MBE_Sapphire,,,,,,,,,,,FILM_011450,,MBE,Thin_Film,,,TiO2,TiO2,,75,,Sapphire
Systematic_Generation,,,TiO2_100nm_PVD_Si,,,,,,,,,,,FILM_011451,,PVD,Thin_Film,,,TiO2,TiO2,,100,,Si
Systematic_Generation,,,TiO2_100nm_PVD_Glass,,,,,,,,,,,FILM_011452,,PVD,Thin_Film,,,TiO2,TiO2,,100,,Glass
Systematic_Generation,,,TiO2_100nm_PVD_Sapphire,,,,,,,,,,,FILM_011453,,PVD,Thin_Film,,,TiO2,TiO2,,100,,Sapphire
Systematic_Generation,,,TiO2_100nm_CVD_Si,,,,,,,,,,,FILM_011454,,CVD,Thin_Film,,,TiO2,TiO2,,100,,Si
Systematic_Generation,,,TiO2_100nm_CVD_Glass,,,,,,,,,,,FILM_011455,,CVD,Thin_Film,,,TiO2,TiO2,,100,,Glass
Systematic_Generation,,,TiO2_100nm_CVD_Sapphire,,,,,,,,,,,FILM_011456,,CVD,Thin_Film,,,TiO2,TiO2,,100,,Sapphire
Systematic_Generation,,,TiO2_100nm_ALD_Si,,,,,,,,,,,FILM_011457,,ALD,Thin_Film,,,TiO2,TiO2,,100,,Si
Systematic_Generation,,,TiO2_100nm_ALD_Glass,,,,,,,,,,,FILM_011458,,ALD,Thin_Film,,,TiO2,TiO2,,100,,Glass
Systematic_Generation,,,TiO2_100nm_ALD_Sapphire,,,,,,,,,,,FILM_011459,,ALD,Thin_Film,,,TiO2,TiO2,,100,,Sapphire
Systematic_Generation,,,TiO2_100nm_Sputtering_Si,,,,,,,,,,,FILM_011460,,Sputtering,Thin_Film,,,TiO2,TiO2,,100,,Si
Systematic_Generation,,,TiO2_100nm_Sputtering_Glass,,,,,,,,,,,FILM_011461,,Sputtering,Thin_Film,,,TiO2,TiO2,,100,,Glass
